key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,Name,,,,Shop[0],Shop[1],Shop[2],Shop[3],Shop[4],Shop[5],Shop[6],Shop[7],Shop[8],Shop[9]
int32,str,bit&01,byte,uint16,Row,Row,Row,Row,Row,Row,Row,Row,Row,Row
3276800,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276801,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276802,"戈耳狄相关道具交易（190品级）",False,0,0,1769579,1769605,1769580,0,0,0,0,0,0,0
3276803,"弥达斯相关道具交易（220品级）",False,0,0,1769643,1769644,1769645,0,0,0,0,0,0,0
3276804,"阿罗阿罗岛古董交易",False,0,0,1770725,1770726,1770727,0,0,0,0,0,0,0
3276805,"",False,0,0,1769676,1769677,1769678,1769679,593394,0,0,0,0,0
3276806,"亚历山大相关道具交易（250品级）",False,0,0,1769689,1769690,1769691,0,0,0,0,0,0,0
3276807,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276808,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276809,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276810,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276811,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276812,"改良田园郡制装备（260→270品级）",True,0,0,1769734,1769735,1769736,0,0,0,0,0,0,0
3276813,"",False,0,0,1769676,1769677,1769738,1769678,1769679,1769739,1769749,1769750,593394,0
3276814,"",False,0,0,1769676,1769677,1769678,1769679,593394,0,0,0,0,0
3276815,"守护者装备交易（战斗精英1）",False,0,0,262677,262678,262679,263137,262680,263135,262681,263139,0,0
3276816,"守护者装备交易（魔法导师）",False,0,0,262685,262686,263136,262687,262688,262689,263140,0,0,0
3276817,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276818,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276819,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276820,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276821,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276822,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276823,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276824,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276825,"战斗精英防具交易",False,0,0,262700,262701,262702,262703,262704,0,0,0,0,0
3276826,"魔法导师防具交易",False,0,0,262705,262706,262707,262708,262709,0,0,0,0,0
3276827,"制作采集职业防具交易",False,0,0,262710,262711,262712,262713,262714,0,0,0,0,0
3276828,"战斗精英武器交易",False,0,0,262715,262716,262717,262718,262719,0,0,0,0,0
3276829,"魔法导师武器交易",False,0,0,262720,262721,262722,262723,262724,0,0,0,0,0
3276830,"能工巧匠工具交易",False,0,0,262725,262726,262727,262728,262729,0,0,0,0,0
3276831,"大地使者工具交易",False,0,0,262730,262731,262732,262733,262734,0,0,0,0,0
3276832,"战斗精英防具交易",False,0,0,262703,262704,262737,262738,262739,262740,262741,262820,0,0
3276833,"魔法导师防具交易",False,0,0,262708,262709,262743,262744,262745,262746,262747,262827,0,0
3276834,"制作采集职业防具交易",False,0,0,262713,262714,262749,0,0,0,0,0,0,0
3276835,"战斗精英武器交易",False,0,0,262718,262719,262750,262751,262752,262753,262754,262835,0,0
